Klíč_adresy,Adresa_GPS,Poslední_kontrola,Příští_kontrola,Dní_do_kontroly,Stav_kontroly,Barva_bodu,Všechny_termíny,GPS_lat,GPS_lon,GPS_poznámka,Zdrojový_soubor,Zdrojový_řádek,Rok výroby,Serviska,Hlídáme sami termín,Hlavní kontakt,Kraj,Jaký zdroj,Umístění,DŮLEŽITÁ POZNÁMKA,Měsíc_1,Měsíc_2,Měsíc_3,Měsíc_4,Měsíc_5,Měsíc_6,Měsíc_7,Měsíc_8,Měsíc_9,Měsíc_10,Měsíc_11,Měsíc_12,Sloupec_21,Poznámky,Cena FZ,Faktura na,Protokol s fakturou na,Smlouva ano/ne,Sloupec_27,Sloupec_28,Sloupec_29,Sloupec_30,Sloupec_31,Sloupec_32,Sloupec_33,Sloupec_34,Sloupec_35,Sloupec_36,Sloupec_37,Sloupec_38,Sloupec_39,Sloupec_40,Sloupec_41,Sloupec_42,Sloupec_43,Sloupec_44,Sloupec_45,Sloupec_46,Sloupec_47,Sloupec_48,Sloupec_49,Sloupec_50,Sloupec_51,Sloupec_52,Sloupec_53,Sloupec_54,Sloupec_55,Sloupec_56,Sloupec_57,Sloupec_58,Sloupec_59,Sloupec_60,Sloupec_61,Sloupec_62,Sloupec_63,Sloupec_64,Sloupec_65,Sloupec_66,Sloupec_67,Sloupec_68,Sloupec_69,Sloupec_70,Sloupec_71,Sloupec_72,Sloupec_73,Sloupec_74,Sloupec_75,Sloupec_76,Sloupec_77,Sloupec_78,Sloupec_79,Sloupec_80,Sloupec_81,Sloupec_82,Sloupec_83,Sloupec_84,Sloupec_85,Sloupec_86,Sloupec_87,Sloupec_88,Sloupec_89,Sloupec_90,Sloupec_91,Sloupec_92,Sloupec_93,Sloupec_94,Počet_termínů,Kontakt,Umístění zdroje,Sloupec_8,Cena FZ v Kč,Protokol na,GPS_status,Adresa_GPS_původní
"brno, vranovská 5, přadlácká 24c, česká republika","Vranovská 5, Brno, Česká republika",,2026-05-05,1.0,Méně než 7 dnů,červená,2026-05-05 (plánovaná),49.20293,16.62574,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",130,2018,,,,Jihomoravský,"2 x PS 3000/3f, 10 min",,,,,,,5/26-Vran.2025-sop stav,,,,,,,,,"Balák - 602386877, prax@vrba.cz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"V. Prax 777 707 755, M. Halouska 776 204 701","Brno, Vranovská 5, Přadlácká 24c",,,,upraveno - znovu geokódovat,"Brno, Vranovská 5, Přadlácká 24c, Česká republika"
"brno, vranovská 7, česká republika","Brno, Vranovská 7, Česká republika",,2026-10-03,152.0,Více než 60 dnů,zelená,2026-10-03 (plánovaná),49.20308,16.62564,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",131,2021,,,,Jihomoravský,ASTIP STRONG 47kVA/20kVA/3F-45 minut,,,,,,,,,,,,3/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Ing. Just 606 733 151,"Brno, Vranovská 7",,,,OK Mapy.com,"Brno, Vranovská 7, Česká republika"
"brno, vránova 172, poliklinika, česká republika","poliklinika, Vránova 172, Brno, Česká republika",2025-02-07,2025-08-07,-270.0,Po termínu,červená,2025-02-07 (proběhlá); 2025-08-07 (plánovaná),49.24735,16.58096,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,Kalendář FZ - 6 měsíců.xlsx,54,2019,,,"Švácha, výtahy Brno, 721 623 737",Jihomoravský,ASTIP PS 20 kVA/3F -45 minut,"Brno, Vránova 172, poliklinika",,,7/25,,,,,,7/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,upraveno - znovu geokódovat,"Brno, Vránova 172, poliklinika, Česká republika"
"brno, vídeňská 16, česká republika","Brno, Vídeňská 16, Česká republika",,2026-10-23,172.0,Více než 60 dnů,zelená,2026-10-23 (plánovaná),49.18471,16.59494,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",123,2018,,,,Jihomoravský,STRONG 3 000/3F -45 minut,,,,,,,,,,,,23/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Dobešová - 604 354 620,"Brno, Vídeňská 16",,,,OK Mapy.com,"Brno, Vídeňská 16, Česká republika"
"brno, vídeňská 18, česká republika","Brno, Vídeňská 18, Česká republika",,2026-11-20,200.0,Více než 60 dnů,zelená,2026-11-20 (plánovaná); 2027-02-04 (plánovaná),49.18451,16.59493,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",124,2015,,,,Jihomoravský,2x PS 2000/3f-20 minut,,,,4/27-1x,,,,,,,,,20/26-1x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Stuřák 608 081 158,"Brno, Vídeňská 18",,,,OK Mapy.com,"Brno, Vídeňská 18, Česká republika"
"brno, vídeňská 20, 20a, česká republika","Brno, Vídeňská 20, 20a, Česká republika",2026-03-10,2026-03-10,-55.0,Po termínu,červená,2026-03-10 (plánovaná),49.18397,16.59399,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",125,2018,,,,Jihomoravský,PS 3000/3f,,,,,10/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Šusterová - 608 081 158,"Brno, Vídeňská 20,20a",,,,OK Mapy.com,"Brno, Vídeňská 20, 20a, Česká republika"
"brno, vídeňská 6, česká republika","Brno, Vídeňská 6, Česká republika",2022-05-30,2022-05-30,-1435.0,Po termínu,červená,2022-05-30 (plánovaná),49.1854,16.59514,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",126,2016,ano,,,Jihomoravský,PS 10kVA/3f -45 minut,,,,,,,30/22,,,,,,,,,"2025 - posláno na servis@ebmbrno.cz, 2024 - aktualizovaná CN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Večeřa 702 209 323,"Brno, Vídeňská 6",,,,OK Mapy.com,"Brno, Vídeňská 6, Česká republika"
"brno, zaječí hora 6, česká republika","Brno, Zaječí hora 6, Česká republika",2025-03-28,2025-03-28,-402.0,Po termínu,červená,2025-03-28 (plánovaná),49.22829,16.60595,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",132,2017,,,,Jihomoravský,PS 7500/3F - 15 minut,,,,,28/25,,,,,,,,,,,"2025 - řešil Honza, jsou nějaké potíže, prudiči, vyhořelý střídač…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,doplnit prosím M.Bohm,"Brno, Zaječí hora 6",,5500,,OK Mapy.com,"Brno, Zaječí hora 6, Česká republika"
"brno, zvonařka 10, autoslalon hukr, česká republika","Brno, Zvonařka 10, autoslalon Hukr, Česká republika",2022-06-10,2022-12-10,-1241.0,Po termínu,červená,2022-06-10 (proběhlá); 2022-12-10 (plánovaná),49.1867,16.61841,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,16,2015,,,pan Vladimír Huska 602720381,Jihomoravský,ASTIP PS 4 000/3F -10 minut,"Brno - Zvonařka 10, autoslalon Hukr",,,,,,,10/22,,,,,,10/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Brno, Zvonařka 10, autoslalon Hukr, Česká republika"
"brno, čechyňská 9, bagira, česká republika","Brno, Čechyňská 9, Bagira, Česká republika",2020-11-30,,,Bez termínu,šedá,2020-11-30 (nezjištěno),49.19017,16.62137,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,19,2019,,,Malý 702 266 352,Jihomoravský,STRONG 2 000/3F-10 minut,"Brno, Čechyňská  9, Bagira",,,,,,,,,,,,30/20,,,"2024 - nevyřízená reklamace - tedy asi mrtvo….2021 -stop stav - reklamace, předáno Králíčkovi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,OK Mapy.com,"Brno, Čechyňská 9, Bagira, Česká republika"
"brno, čejkovická 11, česká republika","Brno, Čejkovická 11, Česká republika",,2026-05-13,9.0,7–30 dnů,oranžová,2026-05-13 (plánovaná),49.2022,16.6609,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",41,2018,ano,,,Jihomoravský,STRONG LiftBack 10 000/3f-45 min,,,,,,,13/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Jakrlová, SBD Mír, 548 424 471","Brno, Čejkovická 11",,,,OK Mapy.com,"Brno, Čejkovická 11, Česká republika"
"brno, česká 11, škola charbulova, česká republika","Brno, Česká 11, škola Charbulova, Česká republika",2026-02-25,2026-08-25,113.0,Více než 60 dnů,zelená,2026-02-25 (proběhlá); 2026-08-25 (plánovaná),49.196,16.60634,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,20,2017,ano,ano,Ing. Janák 601 366 435,Jihomoravský,"Strong 2000/3f, 45 min","Brno, Česká 11, škola Charbulova",,,25/26,,,,,,25/26,,,,,,,6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Brno, Česká 11, škola Charbulova, Česká republika"
"brno, řípská 23, česká republika","Brno, Řípská 23, Česká republika",,2026-06-11,38.0,30–60 dnů,žlutá,2026-06-11 (plánovaná),49.18184,16.6687,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",102,2018,,,,Jihomoravský,"PS 50000/3f, 10, 45, 60 min",,,,,,,,11/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Milan Svoboda 724 261 460, 533 432 514, IMOS","Brno, Řípská 23",,,,OK Mapy.com,"Brno, Řípská 23, Česká republika"
"brno, řípská 9a, slatina 627 00, česká republika","Brno, Řípská 9a, Slatina 627 00, Česká republika",,2026-11-20,200.0,Více než 60 dnů,zelená,2026-11-20 (plánovaná),49.1732,16.6808,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",103,2015,,,,Jihomoravský,ASTIP PS 15kVA/3F -15 minut,,,,,,,,,,,,,20/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Vávra - 734 797 216,"Brno, Řípská 9a, Slatina 627 00",,,,OK Mapy.com,"Brno, Řípská 9a, Slatina 627 00, Česká republika"
"brno, šmahova 113, martin kučera, česká republika","Martin Kučera, Šmahova 113, Brno, Česká republika",2026-04-28,2026-04-28,-6.0,Po termínu,červená,2026-04-28 (plánovaná),49.17036,16.68349,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",113,2017,,,,Jihomoravský,STRONG 1000VA/1F 20min,,,,,,28/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Kučera správce -519 426 056, Baumann","Brno, Šmahova 113, Martin Kučera",,5500,,upraveno - znovu geokódovat,"Brno, Šmahova 113, Martin Kučera, Česká republika"
"brno, šumavská 15, administrativní budova, česká republika","administrativní, Šumavská 15, Brno, Česká republika",2025-12-03,2025-12-03,-152.0,Po termínu,červená,2025-12-03 (plánovaná),49.2121,16.59838,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,Kalendář FZ - 6 měsíců.xlsx,48,2023,,,Ševčík 776 060 715,Jihomoravský,STRONG 150kVA/30kVA/3F-45 minut,"Brno, Šumavská 15, administrativní budova",,,,,,,,,,,,,3/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,upraveno - znovu geokódovat,"Brno, Šumavská 15, administrativní budova, Česká republika"
"brno, šumavská 31, budova b -šumavská tower, česká republika","B -Šumavská tower, Šumavská 31, Brno, Česká republika",2025-09-29,2026-03-29,-36.0,Po termínu,červená,2025-09-29 (proběhlá); 2026-03-29 (plánovaná),49.20989,16.59266,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,Kalendář FZ - 6 měsíců.xlsx,49,"2019, 2023",ano,,"Kolek 608 772 600, Liška 775 027 428",Jihomoravský,2 x PS Liftback 40kVA/3F-dojezd,"Brno, Šumavská 31, Budova B -Šumavská tower",,,,29/26,,,,,,29/25,,,,,"12/2021 doplněno o další zdroj k dojezdu budova B, cena 8 900 Kč, v.č.19021902, 12.1.2023 doplněno o další zdroj ASTIP PS Liftback 40kVA/3F/5 minut, v.č. 23011102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,upraveno - znovu geokódovat,"Brno, Šumavská 31, Budova B -Šumavská tower, Česká republika"
"brno, šumavská 35, lidl, česká republika","Brno, Šumavská 35, LIDL, Česká republika",2026-02-13,2026-08-13,101.0,Více než 60 dnů,zelená,2026-02-13 (proběhlá); 2026-08-13 (plánovaná),49.20966,16.59149,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,50,2019,,,Bezruč - 724 610 251,Jihomoravský,PS 30 kVA/3F -15 minut + RPO,"Brno, Šumavská 35, LIDL",,,13/26,,,,,,13/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Brno, Šumavská 35, LIDL, Česká republika"
"brno, šumavská 516/35, budova c, šumavská tower, česká republika","Brno, Šumavská 516/35, Budova C, Šumavská Tower, Česká republika",2025-09-29,2026-03-29,-36.0,Po termínu,červená,2025-09-29 (proběhlá); 2026-03-29 (plánovaná),49.20935,16.59236,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,51,"2019, 2016",ano,,"Kolek 608 772 600, Liška 775 027 428",Jihomoravský,"PS 40kVA/3F - 45minut, ASTIP PS 100kVA/3f-30 min ","Brno, Šumavská 516/35, Budova C  - Šumavská Tower",,,,29/26,,,,,,29/25-100kVA-STOP STAV,,,,,,10300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Brno, Šumavská 516/35, Budova C, Šumavská Tower, Česká republika"
"brno, žabí 2, přírodní 3, česká republika","Brno, Žabí 2, Přírodní 3, Česká republika",2026-03-03,2026-03-03,-62.0,Po termínu,červená,2026-03-03 (plánovaná),49.2177,16.49594,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",133,2016,ano,,,Jihomoravský,PS 3000/3f-45 min,,,,,3/26,,,,,,,,,,,Dodat štítky!!!!! - jeden záožák 6500Kč - Přírodní 3 (faktura 50% sleva),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Ing. Karel Svoboda 723 158 581,"Brno, Žabí 2, Přírodní 3",,13000,,OK Mapy.com,"Brno, Žabí 2, Přírodní 3, Česká republika"
"brno, žerotínovo náměstí 3, česká republika","Brno, Žerotínovo náměstí 3, Česká republika",2025-10-14,2026-04-14,-20.0,Po termínu,červená,2025-10-14 (proběhlá); 2026-04-14 (plánovaná),49.19875,16.60443,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,55,2016,,,Bradáč - 724 168 313,Jihomoravský,PS 2000/3F 30min.,"Brno, Žerotínovo náměstí 3",,,,,14/26,,,,,,14/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Brno, Žerotínovo náměstí 3, Česká republika"
"brněněc 24, penam mlýn, česká republika","Brněněc 24, PENAM mlýn, Česká republika",2025-07-22,2025-07-22,-286.0,Po termínu,červená,2025-07-22 (plánovaná),49.62866,16.52166,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",27,2023,,,,Jihomoravský,ASTIP PS 3 000VA/3F-7 minut,,,,,,,,,22/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Šafář 725 604 863,"Brněněc 24, PENAM mlýn",,,,OK Mapy.com,"Brněněc 24, PENAM mlýn, Česká republika"
"broumov, přadlácká 158, z-trade, česká republika","Z-Trade, Přadlácká 158, Broumov, Česká republika",,2026-08-21,109.0,Více než 60 dnů,zelená,2026-08-21 (plánovaná),50.58427,16.33738,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,"Kalendář FZ - 12 měsíců, 2023.xlsx",135,2024,,,,Královehradecký,"ASTIP STRONG Liftback 415kVA/75kVA/3F-dojezdy, 15 minut",,,,,,,,,,21/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Vlastimil Kyral 733 524 165,"Broumov, Přadlácká 158, Z-Trade",,,,upraveno - znovu geokódovat,"Broumov, Přadlácká 158, Z-Trade, Česká republika"
"brumov, bylnice 1104, česká republika","Brumov, Bylnice 1104, Česká republika",2026-04-09,2026-04-09,-25.0,Po termínu,červená,2026-04-09 (plánovaná),49.08634,18.02466,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",134,2017,,,,Zlínský,PS 20 kVA/3F - 45 minut,,,,,,9/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Město Brumov - 577 305 111,Brumov -  Bylnice 1104,,9800,,OK Mapy.com,"Brumov, Bylnice 1104, Česká republika"
"bruntál, revoluční 1712/ 20, hotel slezan, česká republika","Bruntál, Revoluční 1712/ 20, hotel Slezan, Česká republika",2025-04-03,2025-10-03,-213.0,Po termínu,červená,2025-04-03 (proběhlá); 2025-10-03 (plánovaná),49.99014,17.4699,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,56,2021,,,Duchtík 776 070 991,Moravskoslezský,ASTIP PS 40kVA/30kVA/3F -45 minut,"Bruntál, Revoluční 1712_ 20, hotel Slezan",,,,,3/25,,,,,,3/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Bruntál, Revoluční 1712/ 20, hotel Slezan, Česká republika"
"bruntál, zahradní 48, strojmetal, pozor info ve složce, česká republika","Strojmetal, POZOR info ve složce, Zahradní 48, Bruntál, Česká republika",2026-03-10,2026-09-10,129.0,Více než 60 dnů,zelená,2026-03-10 (proběhlá); 2026-09-10 (plánovaná),49.69746,15.80601,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,Kalendář FZ - 6 měsíců.xlsx,57,2020,ano ,ano,"!!!Martin Waleczek 722 950 891/bacha, fakt hlídat sami!!!!!!",Moravskoslezský,ASTIP STRONG 7500VA/3F -30 minut,"Bruntál, Zahradní 48, Strojmetal - POZOR info ve složce",,,,10/26,,,,,,10/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,upraveno - znovu geokódovat,"Bruntál, Zahradní 48, Strojmetal, POZOR info ve složce, Česká republika"
"buková u příbramě, horse park, česká republika","Buková u Příbramě, Horse Park, Česká republika",,2026-07-16,73.0,Více než 60 dnů,zelená,2026-07-16 (plánovaná),49.74836,14.09002,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",137,2019,ano,,,Středočeský,  PS 5000/3f-30 minut,,,,,,,,,16/26,,,,,,,"22.8.19, instalován nový záložák, bez protokolu FZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Červenka – 602 379 283,"Buková u Příbramě, Horse Park",,,,OK Mapy.com,"Buková u Příbramě, Horse Park, Česká republika"
"buštěhrad, lidl, česká republika","Buštěhrad, LIDL, Česká republika",,2026-10-21,170.0,Více než 60 dnů,zelená,2026-10-21 (plánovaná),50.15464,14.1612,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",138,bez,,,,Středočeský,4 x RPO,,,,,,,,,,,,21/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Corradini 724 230 992,"Buštěhrad, LIDL",,,,OK Mapy.com,"Buštěhrad, LIDL, Česká republika"
"bílá třemešná 313, zš a mš, česká republika","Bílá Třemešná 313, ZŠ a MŠ, Česká republika",2026-01-27,2026-07-27,84.0,Více než 60 dnů,zelená,2026-01-27 (proběhlá); 2026-07-27 (plánovaná),50.44623,15.74187,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,8,"2019, 2020",,,Vlna 604 142 983,Královehradecký,STRONG 10kVA/3kVA/3F -30 min + PS 102A/1F-24 h,"Bílá Třemešná 313, ZŠ a MŠ",,27/26,,,,,,27/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Bílá Třemešná 313, ZŠ a MŠ, Česká republika"
"břeclav, j. opletala 14a, česká republika","Břeclav, J. Opletala 14a, Česká republika",,2026-05-30,26.0,7–30 dnů,oranžová,2026-05-30 (plánovaná),48.76299,16.89615,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",136,2018,,,,Jihomoravský,2 x záložní zdroj,,,,,,,30/26,,,,,,,,,"20.6.2024 -posílám aktualizaci CN - 19.6.2024 -dsotala jsem kontakt n předsedu Lovecký 733 713 888, lovecky@email.cz, je to hodně peněz, chtěl by slevu, přemýšlejí také o konkurenci",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Maděryč - 602 748 806,"Břeclav, J. Opletala 14a",,,,OK Mapy.com,"Břeclav, J. Opletala 14a, Česká republika"
"břeclav, na pěšině 13, dps, česká republika","Břeclav, Na Pěšině 13, DPS, Česká republika",2025-09-30,2026-03-30,-35.0,Po termínu,červená,2025-09-30 (proběhlá); 2026-03-30 (plánovaná),48.76858,16.8868,čeká na přesné geokódování,Kalendář FZ - 6 měsíců.xlsx,58,2016 + 2022,,,"Ivo Maděryč
T 602 510 370",Jihomoravský,2 x PS 15kVA/3f-45 minut,"Břeclav, Na Pěšině 13, DPS",,,,30/26,,,,,,30/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,OK Mapy.com,"Břeclav, Na Pěšině 13, DPS, Česká republika"
"cerhenice, za cukrovarem 575, 576, česká republika","Cerhenice, Za Cukrovarem 575, 576, Česká republika",,2026-09-18,137.0,Více než 60 dnů,zelená,2026-09-18 (plánovaná),50.07307,15.07888,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",140,,,,,Středočeský,2 x 3kVA,,,,,,,,,,,18/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Pěničková 733 610 200,"Cerhenice, Za Cukrovarem 575, 576",,,,OK Mapy.com,"Cerhenice, Za Cukrovarem 575, 576, Česká republika"
"cerhenice, za cukrovarem 591, 593, 594, česká republika","Cerhenice, Za Cukrovarem 591, 593, 594, Česká republika",,2026-11-13,193.0,Více než 60 dnů,zelená,2026-11-13 (plánovaná); 2027-01-08 (plánovaná),50.0728,15.07989,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",139,"2019, 2022",,,,Středočeský,3 x 2kVA,,,"8/27-591, 594",,,,,,,,,,13/26-593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,pan Čejka 731 852 696,"Cerhenice, Za Cukrovarem 591, 593, 594",,,,OK Mapy.com,"Cerhenice, Za Cukrovarem 591, 593, 594, Česká republika"
"cerhenice, za cukrovarem 592, česká republika","Cerhenice, Za Cukrovarem 592, Česká republika",2024-08-14,2024-08-14,-628.0,Po termínu,červená,2024-08-14 (plánovaná),50.07248,15.07963,čeká na přesné geokódování,"Kalendář FZ - 12 měsíců, 2023.xlsx",141,,,,,Středočeský,2kVA,,,,,,,,,,14/24 592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,pan Jančura 607 777 447,"Cerhenice, Za Cukrovarem 592",,,,OK Mapy.com,"Cerhenice, Za Cukrovarem 592, Česká republika"
"cheb, dlouhá 12, klub seniorů, česká republika","klub seniorů, Dlouhá 12, Cheb, Česká republika",2025-10-15,2025-10-15,-201.0,Po termínu,červená,2025-10-15 (plánovaná),49.4002,15.55757,Adresa automaticky upravena pro Mapy.com; spusť znovu geokodér.,Kalendář FZ - 6 měsíců.xlsx,113,2015,,,Jiří Čada 601 390 923,Karlovarský,ASTIP PS 15kVA/3F -45 minut,"Cheb, Dlouhá 12, klub seniorů",,,,,,,,,,,15/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,upraveno - znovu geokódovat,"Cheb, Dlouhá 12, klub seniorů, Česká republika"
